,상품명,한달판매량
2019,부사 흠과-한입 5kg,
2020,부사 흠과-소과 5kg,
2021,부사 흠과-중과 5kg,
2022,부사 흠과-대과 5kg,
2023,부사 흠과-소과 3kg,
2024,부사 흠과-중과 3kg,
2025,부사 흠과-대과 3kg,
2026,부사 흠과-소과 2kg,
2027,부사 흠과-중과 2kg,
2028,[산지직송] 방울토마토 5kg 3-4번,
2029,참굿스 로스티드 카카오닙스 500g,
2030,[무료배송] 10+2 100% 아이스 망고 망고바 냉동망고,31개 구매
2031,고당도 샤인머스켓 특품 2kg 내외 (2~3수),
2032,동서식품 Dole 스위티오 냉동 파인애플 1kg,16개 구매
2033,[샵블리]건강한 흑토마토 2kg내외 / 산지직송,11개 구매
2034,[남도장터]오병이어 완숙토마토 3kg (1-2번),13개 구매
2035,[남도장터]오병이어 완숙 토마토 3kg 3번과,4(1건)
2036,[남도장터]오병이어 완숙토마토 3kg (4-5번),11개 구매
2037,[산지직송] 스테비아 방울토마토 500g x 2팩,
2038,[오늘의채소] 스테비아 방울토마토 500g x 4팩,
2039,[오늘의채소] 스테비아 방울토마토 500g,
2040,[푸르젠] 산지직송 가정용 나주 신고배 3kg (7~9과),36개 구매
2041,해남 말린 고구마 말랭이 80gx10봉 큐브형,51개 구매
2042,"[웰굿][산지직송] 하동 고당도 그린키위2kg(14-17과,왕특과)",
2043,"[웰굿][산지직송] 하동 고당도 그린키위3kg(21-25개,왕특과)",
2044,"[웰굿][산지직송] 하동 고당도 그린키위5kg(35-40개,왕특과)",
2045,"[웰굿][산지직송] 하동 고당도 그린키위10kg(75과내외,왕특과)",
2046,[산과들에]윤후의 군고구마말랭이스틱 10개세트 x2봉,38개 구매
2047,[산과들에]윤후의 군고구마말랭이스틱 10개세트 x1봉,11개 구매
2048,에치와이 오롯 여주 80ml 15입 1세트,
2049,에치와이 오롯 석류 80ml 15입 1세트,
2050,"[웰굿]정성담은 명품 사과 배 혼합선물세트 6.5kg(사과6,배6)",
2051,[웰굿]필리핀 델몬트 허니글로우 파인애플 2수(총3.8kg내외),
2052,[웰굿]필리핀 델몬트 허니글로우 파인애플 2수(총3.2kg내외),
2053,[웰굿]필리핀 델몬트 허니글로우 파인애플 2수(총2.8kg내외),
2054,[웰굿]필리핀 델몬트 허니글로우 파인애플 2수(총2.3kg내외),
2055,[웰굿]필리핀 델몬트 허니글로우 파인애플 6수(총11.5kg내외),
2056,[웰굿]필리핀 델몬트 허니글로우 파인애플 7수(총11.5kg내외),
2057,[웰굿]필리핀 델몬트 허니글로우 파인애플 8수(총11.5kg내외),
2058,[웰굿]항공직송 태국 골드망고 3kg(6-11과),
2059,[웰굿]항공직송 태국 골드망고 5kg(10-18과),
2060,[웰굿]항공직송 태국 골드망고 2kg(4-8과),
2061,[웰굿]프리미엄 애플망고 선물세트 6과(2.6kg내외),
2062,[웰굿]프리미엄 애플망고 선물세트 9과(4kg내외),
2063,"[웰굿]HACCP인증 건조 과일칩 6개입 90g(사과,배,방울토마토,각2개입)",
2064,[웰굿]HACCP인증 건조 과일칩 사과칩 90g(6개입),
2065,[웰굿]HACCP인증 건조 과일칩 배칩 90g(6개입),
2066,[웰굿]HACCP인증 건조 과일칩 방울토마토칩 90g(6개입),
2067,[웰굿]HACCP인증 건조 과일칩 사과칩 15g,
2068,[웰굿]HACCP인증 건조 과일칩 배칩 15g,
2069,[웰굿]HACCP인증 건조 과일칩 방울토마토칩 15g,
2070,"[웰굿][GAP저탄소] 나주배 선물세트 1호(7.5kg,12-13과,대과)",
2071,"[웰굿][GAP저탄소] 나주배 선물세트 2호(7.5kg,10-11과,특대과)",
2072,"[웰굿][GAP저탄소] 나주배 선물세트 3호(7.5kg,8-9과,왕특과)",
2073,"[웰굿]정성담은 나주배 선물세트 1호(5kg,5-7과,왕특과)",
2074,"[웰굿]정성담은 나주배 선물세트 2호(5kg,8-9과,특대과)",
2075,"[웰굿]정성담은 나주배 선물세트 특2호(7.5kg,9-10과,왕특과)",
2076,"[웰굿]정성담은 나주배 선물세트 특3호(7.5kg,11-12과,특대과)",
2077,"[웰굿][산지직송] GAP저탄소인증 나주배 신고배 7.5kg(10-11과,가정용)",
2078,"[웰굿][산지직송] GAP인증 달콤한 나주배 5kg(5-7과,가정용흠과)",
2079,"[웰굿][산지직송] GAP인증 달콤한 나주배 5kg(8-9과,가정용흠과)",
2080,"[웰굿]지리산곶감 70년 전통 건시 선물세트 1호(24과,1kg)",
2081,"[웰굿]지리산곶감 70년 전통 건시 선물세트 2호(35과,1.5kg)",
2082,"[웰굿]지리산곶감 70년 전통 건시 선물세트 3호(40과,1.5kg)",
2083,"[웰굿]지리산곶감 70년 전통 건시 선물세트 4호(30과,1.8kg)",
2084,"[웰굿]지리산곶감 70년 전통 건시 선물세트 5호(30과,2kg)",
2085,[웰굿][산지직송] 70년 전통 지리산곶감 감말랭이 1.6kg(800gx2봉),
2086,"[웰굿]상주곶감 명품 반건시 2구 선물세트 1호(20과,800g내외)",
2087,"[웰굿]상주곶감 명품 반건시 2구 선물세트 2호(20과,1kg내외)",
2088,"[웰굿]상주곶감 명품 반건시 3구 선물세트 1호(30과,1.2kg내외)",
2089,"[웰굿]상주곶감 명품 반건시 3구 선물세트 2호(30과,1.5kg내외)",
2090,"[웰굿]상주곶감 명품 반건시 4구 선물세트 1호(40과,1.6kg내외)",
2091,"[웰굿]상주곶감 명품 반건시 4구 선물세트 2호(40과,2kg내외)",
2092,"[웰굿]상주곶감 명품 반건시 2단 선물세트 1호(60과,2.4kg내외)",
2093,"[웰굿]상주곶감 명품 반건시 2단 선물세트 2호(60과,3kg내외)",
2094,"[웰굿]상주곶감 명품 특건시 선물세트 4호(20과,1.3kg내외)",
2095,"[웰굿]상주곶감 명품 특건시 선물세트 5호(30과,2.0kg내외)",
2096,"[웰굿]상주곶감 명품 특건시 선물세트 6호(40과,2.7kg내외)",
2097,"[웰굿]상주곶감 혼합 선물세트 1호(건시10,반건시10,900g내외)",
2098,"[웰굿]상주곶감 혼합 선물세트 2호(건시10,반건시20,1.4kg내외)",
2099,"[웰굿]상주곶감 혼합 선물세트 3호(건시20,반건시20,1.8kg내외)",
2100,"[웰굿]상주곶감 한지목함 왕건시 선물세트(64과,3.84kg내외)",
2101,"[웰굿]상주곶감 왕곶감 혼합선물세트(건시32,반건시20,3.32kg)",
2102,[웰굿][산지직송] 상주곶감 달콤한 반건시 감말랭이 1.08kg(270gx4팩),
2103,"[웰굿]상주곶감 명품 건시 선물세트 4호(20과,650-750g내외)",
2104,"[웰굿]상주곶감 한지목함 왕반건시 선물세트 3호(40과,2kg내외)",
2105,"[웰굿][산지직송] 경북 가정용 사과 실중량1.5kg(11과내,한입흠과)",
2106,"[웰굿][산지직송] 경북 가정용 사과 실중량1.5kg(9과내,소흠과)",
2107,"[웰굿][산지직송] 경북 가정용 사과 실중량1.5kg(8과내,간식흠과)",
2108,"[웰굿][산지직송] 경북 가정용 사과 실중량1.5kg(7과내,중과흠과)",
2109,"[웰굿][산지직송] 경북 가정용 사과 실중량1.5kg(6과내,중대흠과)",
2110,"[웰굿][산지직송] 경북 가정용 사과 실중량2kg(15과내,꼬마흠과)",
2111,"[웰굿][산지직송] 경북 가정용 사과 실중량2kg(13과내,한입흠과)",
2112,"[웰굿][산지직송] 경북 가정용 사과 실중량2kg(12과내,소흠과)",
2113,"[웰굿][산지직송] 경북 가정용 사과 실중량2kg(10과내,간식흠과)",
2114,"[웰굿][산지직송] 경북 가정용 사과 실중량2kg(9과내,중과흠과)",
2115,"[웰굿][산지직송] 경북 가정용 사과 실중량2kg(8과내,중대흠과)",
2116,"[웰굿][산지직송] 경북 가정용 사과 실중량2.5kg(17-19과,꼬마흠과)",
2117,"[웰굿][산지직송] 경북 가정용 사과 실중량2.5kg(15-16과,한입흠과)",
2118,"[웰굿][산지직송] 경북 가정용 사과 실중량2.5kg(13-14과,소흠과)",
2119,"[웰굿][산지직송] 경북 가정용 사과 실중량2.5kg(11-12과,간식흠과)",
2120,"[웰굿][산지직송] 경북 가정용 사과 실중량2.5kg(9-10과,중소흠과)",
2121,"[웰굿][산지직송] 경북 가정용 사과 실중량2.5kg(8과내,중과흠과)",
2122,"[웰굿][산지직송] 경북 가정용 사과 실중량2.5kg(7과내,대흠과)",
2123,"[웰굿][산지직송] 경북 가정용 사과 실중량3kg(22-25과,꼬마흠과)",
2124,"[웰굿][산지직송] 경북 가정용 사과 실중량3kg(18-21과,한입흠과)",
2125,"[웰굿][산지직송] 경북 가정용 사과 실중량3kg(15-17과,소흠과)",
2126,"[웰굿][산지직송] 경북 가정용 사과 실중량3kg(13-14과,간식흠과)",
2127,"[웰굿][산지직송] 경북 가정용 사과 실중량3kg(11-12과,중소흠과)",
2128,"[웰굿][산지직송] 경북 가정용 사과 실중량3kg(10과내,중과흠과)",
2129,"[웰굿][산지직송] 경북 가정용 사과 실중량3kg(9과내,대흠과)",
2130,"[웰굿][산지직송] 경북 가정용 사과 실중량5kg(33-38과,꼬마흠과)",
2131,"[웰굿][산지직송] 경북 가정용 사과 실중량5kg(29-32과,한입흠과)",
2132,"[웰굿][산지직송] 경북 가정용 사과 실중량5kg(26-28과,소흠과)",
2133,"[웰굿][산지직송] 경북 가정용 사과 실중량5kg(23-25과,간식흠과)",
2134,"[웰굿][산지직송] 경북 가정용 사과 실중량5kg(20-22과,중소흠과)",
2135,"[웰굿][산지직송] 경북 가정용 사과 실중량5kg(18-19과,중과흠과)",
2136,"[웰굿][산지직송] 경북 가정용 사과 실중량5kg(17과내,대흠과)",
2137,"[웰굿][산지직송] 경북 가정용 사과 실중량7kg(49-58과,꼬마흠과)",
2138,"[웰굿][산지직송] 경북 가정용 사과 실중량7kg(42-48과,한입흠과)",
2139,"[웰굿][산지직송] 경북 가정용 사과 실중량7kg(37-41과,소흠과)",
2140,"[웰굿][산지직송] 경북 가정용 사과 실중량7kg(33-36과,간식흠과)",
2141,"[웰굿][산지직송] 경북 가정용 사과 실중량7kg(30-32과,중소흠과)",
2142,"[웰굿][산지직송] 경북 가정용 사과 실중량7kg(25-27과,중과흠과)",
2143,"[웰굿][산지직송] 경북 가정용 사과 실중량7kg(24과내,대흠과)",
2144,"[웰굿][산지직송] 경북 가정용 사과 실중량9kg(56-65과,꼬마흠과)",
2145,"[웰굿][산지직송] 경북 가정용 사과 실중량9kg(50-55과,한입흠과)",5(1건)
2146,"[웰굿][산지직송] 경북 가정용 사과 실중량9kg(45-49과,소흠과)",
2147,"[웰굿][산지직송] 경북 가정용 사과 실중량9kg(40-44과,간식흠과)",
2148,"[웰굿][산지직송] 경북 가정용 사과 실중량9kg(36-39과,중소흠과)",
2149,"[웰굿][산지직송] 경북 가정용 사과 실중량9kg(30-35과,중과흠과)",
2150,"[웰굿][산지직송] 경북 가정용 사과 실중량9kg(29과내,대흠과)",
2151,"[웰굿][산지직송] 경북 가정용 사과 총중량10kg(랜덤과,주스용흠과)",55개 구매
2152,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 2kg(13과내,꼬마)",
2153,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 2kg(11과내,한입)",
2154,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 2kg(9과내,소과)",
2155,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 2kg(8과내,간식)",
2156,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 2kg(7과내,중과)",
2157,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 2kg(6과내,대과)",
2158,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 3kg(22-25과,꼬마)",
2159,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 3kg(18-21과,한입)",
2160,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 3kg(15-17과,소과)",
2161,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 3kg(13-14과,간식)",
2162,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 3kg(10-12과,중과)",
2163,"[웰굿][산지직송][2박스구매+1kg]경북가정용 사과 3kg(9과내,중대혼합)",
2164,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 4kg(25-35과,꼬마)",
2165,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 4kg(25-27과,한입)",
2166,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 4kg(22-24과,소과)",
2167,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 4kg(20-21과,간식)",
2168,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 4kg(15-19과,중과)",
2169,"[웰굿][산지직송][2박스구매+1kg]경북 가정용 사과 4kg(14과내,대과)",
2170,"[웰굿][산지직송] 경북 가정용 부사 사과 2kg(15과내,꼬마)",
2171,"[웰굿][산지직송] 경북 가정용 부사 사과 2kg(13과내,한입)",
2172,"[웰굿][산지직송] 경북 가정용 부사 사과 2kg(12과내,소과)",
2173,"[웰굿][산지직송] 경북 가정용 부사 사과 2kg(10과내,간식)",
2174,"[웰굿][산지직송] 경북 가정용 부사 사과 2kg(9과내,중과)",4(1건)
2175,"[웰굿][산지직송] 경북 가정용 부사 사과 2kg(8과내,대과)",
2176,"[웰굿][산지직송] 경북 가정용 부사 사과 2.5kg(17-19과,꼬마)",
2177,"[웰굿][산지직송] 경북 가정용 부사 사과 2.5kg(15-16과,한입)",
2178,"[웰굿][산지직송] 경북 가정용 부사 사과 2.5kg(14-15과,소과)",
2179,"[웰굿][산지직송] 경북 가정용 부사 사과 2.5kg(12-13과,간식)",
2180,"[웰굿][산지직송] 경북 가정용 부사 사과 2.5kg(9-11과,중과)",
2181,"[웰굿][산지직송] 경북 가정용 부사 사과 2.5kg(8과내,대과)",
2182,"[웰굿][산지직송] 경북 가정용 부사 사과 3kg(22-25과,꼬마)",
2183,"[웰굿][산지직송] 경북 가정용 부사 사과 3kg(18-21과,한입)",
2184,"[웰굿][산지직송] 경북 가정용 부사 사과 3kg(15-17과,소과)",
2185,"[웰굿][산지직송] 경북 가정용 부사 사과 3kg(13-14과,간식)",
2186,"[웰굿][산지직송] 경북 가정용 부사 사과 3kg(11-12과,중과)",
2187,"[웰굿][산지직송] 경북 가정용 부사 사과 3kg(10과내,대과)",
2188,"[웰굿][산지직송] 경북 가정용 부사 사과 5kg(33-38과,꼬마)",
2189,"[웰굿][산지직송] 경북 가정용 부사 사과 5kg(29-32과,한입)",
2190,"[웰굿][산지직송] 경북 가정용 부사 사과 5kg(26-28과,소과)",
2191,"[웰굿][산지직송] 경북 가정용 부사 사과 5kg(23-25과,간식)",
2192,"[웰굿][산지직송] 경북 가정용 부사 사과 5kg(19-22과,중과)",
2193,"[웰굿][산지직송] 경북 가정용 부사 사과 5kg(18과내,대과)",
2194,"[웰굿][산지직송] 경북 가정용 부사 사과 9kg(56-65과,꼬마)",
2195,"[웰굿][산지직송] 경북 가정용 부사 사과 9kg(50-55과,한입)",
2196,"[웰굿][산지직송] 경북 가정용 부사 사과 9kg(45-49과,소과)",
2197,"[웰굿][산지직송] 경북 가정용 부사 사과 9kg(40-44과,간식)",
2198,"[웰굿][산지직송] 경북 가정용 부사 사과 9kg(30-35과,중과)",5(1건)
2199,"[웰굿][산지직송] 경북 가정용 부사 사과 9kg(29과내,대과)",
2200,"[웰굿][산지직송] 경북 정품 부사 사과 3kg(9과내,대과)",
2201,"[웰굿][산지직송] 경북 정품 부사 사과 3kg(10-11과,중과)",
2202,"[웰굿][산지직송] 경북 정품 부사 사과 3kg(12-13과,중소)",
2203,"[웰굿][산지직송] 경북 정품 부사 사과 3kg(14-18과,소과)",
2204,"[웰굿][산지직송] 경북 정품 부사 사과 5kg(14-16과,대과)",
2205,"[웰굿][산지직송] 경북 정품 부사 사과 5kg(17-19과,중과)",
2206,"[웰굿][산지직송] 경북 정품 부사 사과 5kg(20-22과,중소)",
2207,"[웰굿][산지직송] 경북 정품 부사 사과 5kg(23-30과,소과)",
2208,"[웰굿][산지직송] 경북 정품 부사 사과 10kg(24-30과,대과)",
2209,"[웰굿][산지직송] 경북 정품 부사 사과 10kg(34-39과,중과)",
2210,"[웰굿][산지직송] 경북 정품 부사 사과 10kg(40-45과,중소)",
2211,"[웰굿][산지직송] 경북 정품 부사 사과 10kg(46-60과,소과)",
2212,"[웰굿][산지직송] 하동 고당도 골드키위2kg(18-20개,특과)",26개 구매
2213,"[웰굿][산지직송] 하동 고당도 골드키위3kg(26-30개,특과)",
2214,"[웰굿][산지직송] 하동 고당도 골드키위3kg(21-25개,왕특과)",
2215,"[웰굿][산지직송] 하동 고당도 골드키위5kg(35-40개,왕특과)",
2216,"[웰굿][산지직송] 하동 고당도 골드키위10kg(95과내외,특과)",
2217,"[웰굿][산지직송] 하동 고당도 골드키위10kg(85과내외,특대과)",
2218,"[웰굿][산지직송] 하동 고당도 골드키위10kg(75과내외,왕특과)",
2219,"[웰굿][산지직송] 하동 고당도 골드키위2kg(14-17과,왕특과)",
2220,"[웰굿][산지직송] 하동 고당도 그린키위3kg(31-36개,대과)",
2221,"[웰굿][산지직송] 하동 고당도 그린키위3kg(26-30개,특과)",
2222,"[웰굿][산지직송] 하동 고당도 그린키위5kg(51-60개,대과)",
2223,"[웰굿][산지직송] 하동 고당도 그린키위5kg(41-50개,특과)",
2224,"[웰굿][산지직송] 하동 고당도 그린키위10kg(95과내외,특과)",
2225,"[웰굿][산지직송] 하동 고당도 그린키위10kg(85과내외,특대과)",
2226,"[웰굿][산지직송] 하동 고당도 그린키위10kg(105과내외,대과)",
2227,[웰굿]4계절 칼라방울토마토 550g(중),
2228,[웰굿]4계절 칼라방울토마토 1kg(대),
2229,[웰굿]4계절 칼라방울토마토 1.5kg(750x2개),
2230,[웰굿]4계절 칼라방울토마토 3kg(750x4개),
2231,"[웰굿]4계절 칼라방울토마토 1.44kg(240gx6개,6색)",
2232,[웰굿]스테비아 샤인마토 방울토마토 500g,
2233,[웰굿]스테비아 샤인마토 방울토마토 1kg(500gx2),
2234,[웰굿]스테비아 샤인마토 방울토마토 2kg(500gx4),12개 구매
2235,[웰굿]스테비아 망고향 레드스윗마토 방울토마토 500g,
2236,[웰굿]스테비아 망고향 레드스윗마토 방울토마토 1kg(500gx2),
